transaction_id,amount,merchant,location,device_type,transaction_type,customer_age,timestamp,fraud
64,58.56,Netflix,Berlin,mobile,purchase,38,2023-10-08,0
65,12.39,Uber,Tokyo,web,transfer,21,2024-03-21,0
66,251.01,Uber,Tokyo,pos,purchase,63,2024-10-05,0
67,74.5,Amazon,Delhi,web,withdrawal,28,2024-09-07,0
68,131.04,Airbnb,New York,web,transfer,63,2024-04-09,0
69,103.07,Walmart,Tokyo,web,transfer,38,2023-07-18,0
70,266.3,Apple,Delhi,mobile,transfer,74,2023-12-06,0
71,175.83,Apple,Tokyo,mobile,transfer,54,2023-07-05,0
72,2.7,Apple,London,pos,withdrawal,36,2024-12-13,0
73,5.14,Starbucks,Berlin,web,withdrawal,69,2023-06-10,0
74,78.21,Airbnb,Tokyo,pos,purchase,69,2024-11-12,0
75,314.33,Target,London,mobile,transfer,58,2023-07-07,0
76,10.49,Amazon,Delhi,mobile,transfer,34,2024-12-12,0
77,72.03,Target,Sydney,mobile,purchase,37,2023-06-17,0
78,34.46,Netflix,Delhi,web,withdrawal,36,2023-06-10,0
79,167.79,Airbnb,New York,web,transfer,61,2024-10-08,0
80,200.05,Apple,London,pos,withdrawal,29,2024-08-10,0
81,7.31,Netflix,Delhi,web,withdrawal,41,2024-04-24,0
82,44.92,Starbucks,Tokyo,pos,transfer,47,2023-06-17,0
83,335.58,Walmart,London,pos,transfer,36,2024-01-17,0
84,341.01,Walmart,Berlin,mobile,purchase,24,2024-03-21,0
85,13.52,Apple,Berlin,web,transfer,30,2023-07-14,0
86,83.51,Walmart,Delhi,mobile,purchase,71,2024-01-28,0
87,100.69,Uber,Sydney,mobile,purchase,52,2024-02-25,0
88,194.77,Walmart,Berlin,web,withdrawal,38,2023-01-16,0
89,53.44,Airbnb,Tokyo,mobile,transfer,29,2023-07-16,0
90,48.5,Starbucks,Berlin,web,withdrawal,27,2023-12-13,0
91,87.4,Airbnb,Tokyo,mobile,withdrawal,72,2024-01-16,0
92,52.64,Amazon,London,pos,purchase,72,2024-11-12,0
93,159.59,Starbucks,Tokyo,mobile,transfer,49,2024-03-13,0
94,67.4,Netflix,Tokyo,pos,transfer,60,2024-03-30,0
95,100.9,Target,Tokyo,pos,transfer,64,2023-10-08,0
96,24.4,Netflix,New York,pos,transfer,27,2023-07-25,0
97,283.8,Apple,Tokyo,web,withdrawal,50,2024-02-07,0
98,125.38,Uber,New York,mobile,purchase,50,2023-07-16,0
99,53.67,Netflix,New York,pos,purchase,37,2024-02-06,0
100,99.68,Apple,New York,pos,purchase,62,2023-07-03,0
101,170.66,Apple,Sydney,mobile,transfer,35,2024-04-24,0
102,56.54,Netflix,New York,mobile,purchase,61,2024-04-03,0
103,14.43,Amazon,Delhi,pos,transfer,41,2024-12-16,0
104,127.89,Uber,New York,pos,purchase,36,2023-02-12,0
105,94.99,Airbnb,New York,mobile,withdrawal,44,2023-05-12,0
106,179.04,Airbnb,New York,pos,withdrawal,64,2023-04-29,1
107,19.68,Walmart,Tokyo,mobile,transfer,52,2023-12-19,0
108,199.76,Starbucks,London,web,transfer,19,2024-05-10,0
109,546.49,Walmart,Sydney,mobile,transfer,72,2024-08-23,0
110,9.01,Amazon,Berlin,mobile,transfer,64,2023-02-02,0
111,42.55,Target,Berlin,mobile,transfer,19,2023-05-26,0
112,137.88,Airbnb,Sydney,pos,transfer,62,2023-08-25,0
113,89.7,Walmart,New York,web,transfer,34,2024-10-07,0
114,75.3,Target,Delhi,mobile,transfer,42,2024-06-25,0
115,6.73,Starbucks,London,mobile,withdrawal,18,2023-07-30,0
116,290.84,Apple,New York,pos,withdrawal,18,2024-10-01,0
117,32.94,Uber,Sydney,mobile,withdrawal,31,2023-10-04,0
118,17.24,Walmart,Berlin,web,purchase,69,2024-07-29,0
119,111.24,Target,Delhi,web,purchase,36,2023-04-13,0
120,47.56,Netflix,Tokyo,web,transfer,58,2023-11-18,0
121,75.04,Apple,London,web,transfer,60,2023-11-29,0
122,275.14,Amazon,Delhi,web,purchase,74,2024-06-15,0
123,16.37,Uber,Tokyo,mobile,purchase,66,2023-07-06,0
124,383.05,Netflix,Delhi,web,transfer,60,2024-11-03,0
125,9.46,Airbnb,Sydney,web,purchase,70,2024-11-01,0
126,213.09,Uber,Tokyo,pos,withdrawal,56,2023-01-11,0
127,265.42,Uber,London,web,withdrawal,62,2024-11-11,0
128,147.91,Uber,Berlin,pos,purchase,51,2024-12-18,0
129,337.32,Uber,Berlin,web,transfer,55,2024-01-03,0
130,89.79,Uber,Sydney,pos,purchase,19,2024-10-24,0
131,97.71,Apple,Tokyo,web,withdrawal,48,2024-06-15,0
132,391.89,Airbnb,Tokyo,pos,withdrawal,50,2023-02-04,0
133,352.08,Airbnb,Delhi,pos,purchase,62,2023-08-24,0
134,74.36,Airbnb,Delhi,mobile,transfer,22,2024-12-08,0
135,15.33,Uber,Sydney,mobile,transfer,37,2023-08-24,0
136,25.73,Uber,Delhi,mobile,withdrawal,38,2023-05-26,0
137,226.56,Uber,Delhi,mobile,withdrawal,23,2024-03-09,0
138,59.87,Airbnb,Delhi,web,purchase,20,2023-08-09,0
139,369.72,Netflix,London,mobile,purchase,44,2024-10-24,0
140,14.24,Airbnb,London,pos,purchase,23,2023-10-30,0
141,114.97,Target,New York,web,withdrawal,35,2023-06-04,0
142,63.42,Starbucks,Delhi,web,purchase,58,2023-07-12,0
143,28.92,Airbnb,London,web,transfer,63,2024-03-07,0
144,149.69,Apple,Tokyo,web,withdrawal,43,2023-04-18,0
145,331.06,Uber,Delhi,pos,purchase,42,2024-07-10,0
146,62.69,Uber,New York,web,purchase,74,2024-07-10,0
147,34.82,Target,London,pos,withdrawal,44,2023-04-10,0
148,78.36,Amazon,Sydney,web,withdrawal,37,2024-11-12,0
149,59.69,Target,Tokyo,mobile,transfer,36,2023-10-24,1
150,62.1,Airbnb,London,web,withdrawal,56,2023-10-17,0
151,36.63,Amazon,Tokyo,web,transfer,71,2023-08-24,0
152,127.44,Target,Berlin,web,transfer,20,2023-05-05,0
153,5.55,Walmart,Tokyo,web,transfer,41,2023-11-03,0
154,1.71,Target,Berlin,pos,purchase,43,2024-12-11,0
155,141.23,Starbucks,London,web,transfer,73,2024-11-01,0
156,68.09,Starbucks,Tokyo,mobile,purchase,44,2024-12-24,0
157,68.08,Target,Sydney,pos,transfer,34,2024-06-16,0
158,476.59,Uber,Berlin,pos,withdrawal,69,2024-09-05,0
159,176.2,Netflix,Sydney,pos,withdrawal,63,2023-01-20,0
160,160.94,Walmart,Delhi,mobile,transfer,53,2024-03-05,0
161,42.56,Target,Sydney,mobile,withdrawal,73,2023-12-07,0
162,26.98,Starbucks,New York,pos,withdrawal,43,2023-12-31,0
163,75.01,Target,New York,web,transfer,60,2023-08-15,0
164,354.05,Apple,New York,web,transfer,42,2024-07-21,0
165,74.43,Starbucks,Tokyo,pos,purchase,34,2023-11-17,0
166,5.41,Amazon,Tokyo,mobile,purchase,42,2023-02-06,0
167,64.95,Starbucks,Berlin,mobile,purchase,73,2023-12-06,0
168,206.58,Netflix,Delhi,web,withdrawal,41,2023-07-03,0
169,229.04,Amazon,Sydney,web,purchase,56,2024-08-13,0
170,27.49,Netflix,Tokyo,pos,transfer,23,2023-12-18,0
171,39.31,Netflix,London,pos,transfer,52,2023-11-09,0
172,143.89,Airbnb,London,web,purchase,57,2023-12-05,0
173,0.84,Target,London,web,transfer,74,2023-07-24,0
174,110.91,Uber,Tokyo,mobile,purchase,43,2023-07-07,0
175,36.23,Airbnb,London,web,transfer,68,2024-08-04,0
176,192.47,Netflix,Tokyo,pos,transfer,46,2024-08-04,0
177,20.07,Airbnb,Delhi,pos,transfer,51,2023-01-05,0
178,79.51,Airbnb,London,pos,purchase,38,2024-03-04,0
179,658.76,Apple,Delhi,mobile,withdrawal,58,2023-10-06,0
180,28.51,Walmart,Tokyo,mobile,transfer,66,2023-02-11,0
181,52.88,Target,Delhi,mobile,purchase,32,2024-07-12,0
182,26.47,Netflix,Delhi,web,purchase,24,2024-03-31,0
183,363.29,Amazon,Berlin,mobile,transfer,46,2024-07-07,0
184,85.71,Starbucks,Sydney,web,transfer,52,2023-08-22,0
185,304.29,Airbnb,London,pos,purchase,75,2024-08-08,0
186,164.16,Walmart,Berlin,pos,purchase,18,2023-11-12,0
187,93.9,Starbucks,Tokyo,pos,withdrawal,65,2023-12-13,0
188,11.49,Apple,New York,mobile,transfer,24,2023-10-29,0
189,20.13,Apple,Sydney,pos,withdrawal,34,2023-09-22,0
190,168.86,Airbnb,New York,web,withdrawal,30,2023-04-04,0
191,168.53,Airbnb,Tokyo,mobile,transfer,21,2023-05-03,0
192,86.12,Amazon,Tokyo,pos,purchase,73,2024-05-10,0
193,37.79,Starbucks,New York,pos,transfer,26,2024-10-15,0
194,218.63,Uber,Tokyo,pos,purchase,24,2024-12-15,0
195,362.59,Walmart,New York,pos,withdrawal,37,2024-11-07,0
196,301.75,Apple,Sydney,mobile,transfer,70,2024-03-09,0
197,14.17,Apple,Tokyo,pos,withdrawal,23,2023-12-23,0
198,21.77,Target,London,web,transfer,62,2023-12-06,0
199,50.47,Walmart,Delhi,mobile,purchase,56,2024-10-06,0
200,242.42,Amazon,London,pos,purchase,46,2024-05-21,0
201,17.87,Uber,Delhi,web,purchase,52,2023-01-30,0
202,2.69,Walmart,London,pos,withdrawal,68,2024-08-24,0
203,35.89,Target,Sydney,mobile,withdrawal,35,2024-11-25,0
204,7.68,Target,London,web,withdrawal,66,2024-09-11,0
205,59.7,Amazon,Sydney,mobile,withdrawal,57,2024-06-20,0
206,311.21,Netflix,Delhi,pos,withdrawal,65,2023-07-01,0
207,121.36,Target,New York,web,purchase,53,2024-08-10,0
208,124.92,Starbucks,Delhi,mobile,transfer,72,2024-11-21,0
209,119.51,Walmart,Tokyo,mobile,withdrawal,58,2023-04-04,0
210,52.5,Walmart,Sydney,mobile,withdrawal,60,2024-10-11,0
211,120.85,Apple,Delhi,web,purchase,25,2024-03-12,0
212,269.58,Uber,Tokyo,web,withdrawal,51,2023-12-17,0
213,112.16,Airbnb,New York,mobile,withdrawal,68,2024-09-19,0
214,5.02,Amazon,Sydney,web,purchase,27,2023-11-02,0
215,173.09,Airbnb,Sydney,mobile,purchase,32,2024-10-23,0
216,6.99,Walmart,London,web,transfer,28,2023-02-19,0
217,117.54,Airbnb,Berlin,mobile,purchase,54,2023-01-01,0
218,30.98,Starbucks,Delhi,mobile,withdrawal,21,2024-09-22,0
219,95.12,Amazon,Delhi,pos,purchase,61,2023-10-21,0
220,329.73,Apple,London,pos,withdrawal,60,2023-11-16,0
221,159.37,Target,London,mobile,transfer,61,2024-11-10,0
222,30.79,Uber,Tokyo,pos,withdrawal,66,2023-01-28,0
223,173.79,Starbucks,New York,pos,transfer,47,2023-09-03,0
224,112.7,Amazon,London,web,transfer,54,2023-12-18,0
225,285.68,Netflix,Tokyo,mobile,purchase,48,2023-04-16,0
226,177.14,Uber,Berlin,web,purchase,30,2023-06-02,0
227,619.16,Apple,Sydney,mobile,withdrawal,67,2024-03-06,0
228,377.53,Starbucks,Delhi,mobile,transfer,26,2024-05-23,0
229,99.17,Amazon,Berlin,web,withdrawal,72,2024-03-14,0
230,13.92,Apple,Tokyo,pos,withdrawal,40,2023-04-08,0
231,52.89,Apple,Tokyo,mobile,purchase,28,2024-05-21,0
232,49.13,Walmart,Tokyo,pos,purchase,22,2024-10-14,0
233,268.04,Airbnb,Berlin,web,transfer,52,2024-07-18,0
234,31.02,Apple,Delhi,web,transfer,34,2023-03-27,0
235,98.82,Starbucks,London,web,purchase,43,2023-12-23,0
236,56.56,Netflix,New York,pos,transfer,75,2024-09-19,0
237,98.14,Walmart,Berlin,pos,withdrawal,70,2024-01-07,0
238,15.16,Amazon,Berlin,mobile,transfer,61,2024-07-12,0
239,13.46,Uber,Delhi,pos,purchase,63,2024-04-16,0
240,86.73,Starbucks,Tokyo,mobile,withdrawal,23,2024-06-20,0
241,233.44,Apple,Delhi,mobile,purchase,44,2024-02-05,0
242,197.21,Netflix,New York,web,withdrawal,30,2023-01-08,0
243,186.8,Target,Delhi,mobile,purchase,25,2023-01-06,0
244,67.91,Amazon,New York,mobile,purchase,40,2024-11-24,0
245,81.52,Apple,Tokyo,pos,transfer,18,2024-01-19,0
246,50.64,Amazon,Delhi,pos,transfer,74,2023-06-24,1
247,351.32,Airbnb,Tokyo,web,transfer,51,2023-04-29,0
248,263.57,Walmart,New York,mobile,withdrawal,55,2023-07-30,1
249,24.96,Netflix,London,pos,purchase,30,2024-04-28,0
250,34.01,Uber,Delhi,pos,purchase,35,2023-10-23,0
251,51.85,Walmart,Tokyo,pos,purchase,56,2023-06-01,0
252,43.89,Walmart,Tokyo,pos,withdrawal,34,2023-07-18,0
253,227.36,Target,Delhi,mobile,withdrawal,53,2024-11-23,0
254,370.72,Amazon,Berlin,pos,withdrawal,62,2023-01-23,0
255,148.87,Apple,Berlin,mobile,transfer,47,2024-07-26,0
256,128.48,Walmart,Tokyo,pos,transfer,68,2023-01-31,0
257,114.27,Amazon,Berlin,web,purchase,36,2024-12-19,0
258,135.79,Target,New York,mobile,purchase,52,2024-03-01,0
259,286.52,Target,New York,mobile,purchase,19,2024-10-20,0
260,18.9,Amazon,Tokyo,pos,transfer,42,2023-04-05,0
261,188.01,Uber,New York,mobile,purchase,43,2023-09-21,0
262,95.36,Starbucks,London,web,withdrawal,43,2023-06-26,0
263,6.78,Target,Tokyo,web,purchase,55,2023-06-21,0
264,59.58,Walmart,Delhi,mobile,transfer,21,2024-09-10,0
265,175.74,Netflix,New York,web,transfer,68,2023-04-01,0
266,24.46,Starbucks,Sydney,mobile,withdrawal,65,2024-02-02,0
267,15.25,Amazon,London,pos,purchase,71,2024-01-17,0
268,106.4,Walmart,Sydney,mobile,withdrawal,73,2024-07-04,0
269,101.67,Netflix,Sydney,pos,withdrawal,55,2024-01-08,0
270,78.64,Target,Delhi,pos,purchase,49,2023-08-18,0
271,55.51,Target,London,mobile,purchase,35,2023-03-16,0
272,97.99,Uber,Sydney,mobile,withdrawal,68,2023-04-03,0
273,33.46,Walmart,Delhi,mobile,purchase,54,2024-09-15,0
274,73.63,Target,Sydney,web,withdrawal,31,2024-08-03,0
275,211.58,Target,Sydney,web,transfer,61,2024-10-16,0
276,122.88,Airbnb,London,web,withdrawal,67,2024-08-08,0
277,130.86,Target,Delhi,mobile,purchase,65,2023-10-22,0
278,97.71,Starbucks,Sydney,pos,purchase,35,2023-12-11,0
279,67.32,Uber,Sydney,web,withdrawal,21,2024-12-26,0
280,47.6,Starbucks,Delhi,pos,transfer,20,2024-11-02,0
281,29.52,Airbnb,New York,mobile,transfer,48,2024-10-08,0
282,102.28,Apple,Tokyo,web,withdrawal,50,2024-07-11,0
283,7.79,Starbucks,London,mobile,purchase,61,2024-12-27,0
284,43.74,Airbnb,Berlin,web,transfer,73,2023-07-08,0
285,248.38,Airbnb,Delhi,mobile,purchase,71,2024-06-18,0
286,114.09,Amazon,Sydney,pos,purchase,54,2024-08-22,0
287,154.26,Walmart,London,mobile,withdrawal,53,2024-02-12,0
288,237.48,Apple,Sydney,web,transfer,27,2024-09-14,0
289,35.25,Netflix,Tokyo,pos,purchase,66,2023-01-19,0
290,33.51,Starbucks,Sydney,pos,purchase,58,2023-04-17,0
291,61.84,Uber,Tokyo,pos,withdrawal,68,2023-04-11,0
292,97.04,Target,Sydney,web,transfer,45,2023-05-14,0
293,45.35,Walmart,Tokyo,web,withdrawal,75,2023-01-16,0
294,63.75,Airbnb,New York,mobile,withdrawal,70,2024-02-28,0
295,41.8,Apple,London,mobile,purchase,59,2024-02-22,1
296,254.2,Airbnb,Tokyo,web,withdrawal,41,2023-05-25,0
297,100.17,Target,New York,web,withdrawal,46,2023-08-19,0
298,16.23,Target,Delhi,web,withdrawal,55,2023-10-29,0
299,166.37,Target,New York,web,withdrawal,23,2024-03-06,0
300,70.83,Starbucks,Sydney,mobile,transfer,52,2024-03-16,0
301,106.04,Walmart,Berlin,pos,withdrawal,62,2023-08-14,0
302,312.69,Netflix,London,web,transfer,57,2024-02-19,0
303,0.45,Apple,New York,pos,withdrawal,61,2024-09-05,0
304,98.17,Target,Tokyo,mobile,transfer,34,2024-08-18,0
305,77.0,Airbnb,Berlin,web,withdrawal,22,2024-12-24,0
306,120.84,Amazon,New York,pos,purchase,32,2024-09-27,0
307,4.17,Uber,New York,web,withdrawal,55,2023-06-07,0
308,3.09,Starbucks,Tokyo,pos,transfer,43,2024-07-02,0
309,29.69,Uber,New York,web,transfer,75,2024-08-05,0
310,42.77,Apple,London,mobile,transfer,54,2023-03-28,0
311,25.5,Airbnb,New York,pos,withdrawal,67,2024-10-25,0
312,213.68,Airbnb,London,mobile,purchase,26,2024-01-07,0
313,38.14,Uber,New York,web,withdrawal,36,2023-02-27,0
314,141.78,Airbnb,New York,mobile,withdrawal,38,2024-07-16,0
315,12.67,Amazon,Tokyo,pos,transfer,33,2024-05-16,0
316,77.66,Netflix,London,web,withdrawal,51,2024-12-02,0
317,5.62,Uber,Sydney,web,purchase,32,2024-11-18,0
318,95.62,Airbnb,Delhi,pos,transfer,72,2023-12-18,0
319,68.02,Airbnb,Sydney,web,transfer,29,2024-09-10,0
320,59.11,Target,Tokyo,mobile,transfer,68,2023-03-13,0
321,161.62,Walmart,Delhi,web,transfer,34,2023-06-22,0
322,58.56,Walmart,Berlin,pos,transfer,48,2023-05-22,0
323,177.45,Uber,Sydney,web,withdrawal,20,2023-05-14,0
324,35.72,Netflix,Tokyo,pos,purchase,26,2024-10-07,0
325,77.98,Starbucks,Tokyo,web,withdrawal,64,2024-01-12,0
326,241.62,Airbnb,London,pos,withdrawal,50,2023-09-10,0
327,69.55,Target,New York,web,transfer,41,2024-09-09,0
328,22.39,Apple,Delhi,web,purchase,59,2024-03-25,0
329,31.34,Uber,Berlin,pos,transfer,19,2024-03-02,0
330,85.65,Uber,Sydney,pos,purchase,23,2024-06-07,0
331,469.41,Apple,Delhi,mobile,withdrawal,48,2024-07-24,0
332,313.25,Uber,Sydney,pos,withdrawal,27,2023-03-30,0
333,9.74,Target,Tokyo,web,transfer,48,2023-10-22,0
334,38.05,Target,Berlin,mobile,transfer,31,2023-04-11,0
335,154.5,Airbnb,Sydney,pos,purchase,49,2023-01-10,0
336,91.48,Target,Berlin,pos,withdrawal,23,2023-05-28,0
337,91.13,Apple,Delhi,mobile,transfer,28,2023-08-27,0
338,20.29,Walmart,London,pos,withdrawal,40,2024-05-21,0
339,25.21,Netflix,New York,web,withdrawal,32,2023-05-01,0
340,120.89,Walmart,Delhi,mobile,withdrawal,72,2023-04-10,0
341,392.07,Apple,Berlin,web,transfer,47,2023-09-09,0
342,181.45,Walmart,Delhi,web,purchase,56,2023-01-28,0
343,8.46,Target,Tokyo,mobile,purchase,22,2023-10-02,0
344,11.59,Starbucks,Berlin,pos,withdrawal,30,2024-05-02,0
345,99.18,Amazon,Delhi,web,withdrawal,69,2023-06-27,0
346,38.73,Uber,Delhi,pos,purchase,48,2024-11-07,0
347,56.59,Uber,Sydney,web,transfer,27,2024-10-25,0
348,51.98,Apple,New York,mobile,withdrawal,25,2024-10-24,0
349,59.47,Netflix,Berlin,pos,purchase,54,2024-09-02,0
350,164.7,Walmart,Tokyo,mobile,purchase,36,2023-04-06,0
351,121.95,Target,New York,pos,transfer,32,2023-05-03,0
352,341.19,Target,Berlin,web,purchase,31,2023-02-27,0
353,167.89,Uber,Berlin,web,withdrawal,47,2023-05-25,0
354,130.85,Target,Tokyo,pos,withdrawal,64,2023-07-20,0
355,66.41,Walmart,London,pos,purchase,30,2024-05-03,0
356,22.17,Starbucks,London,mobile,transfer,54,2023-05-11,0
357,107.2,Amazon,New York,web,purchase,61,2023-10-16,0
358,85.21,Airbnb,London,web,transfer,29,2023-12-12,0
359,436.34,Netflix,Sydney,web,transfer,74,2024-01-04,0
360,121.55,Airbnb,London,pos,transfer,66,2023-11-12,0
361,56.31,Apple,London,mobile,withdrawal,51,2023-06-19,0
362,50.65,Netflix,London,web,transfer,22,2024-03-31,0
363,112.31,Airbnb,London,pos,transfer,64,2024-07-01,0
364,183.28,Starbucks,New York,web,purchase,46,2024-05-22,0
365,319.88,Amazon,Tokyo,web,transfer,59,2023-11-17,0
366,269.3,Uber,Sydney,mobile,withdrawal,49,2023-05-20,0
367,203.76,Netflix,Tokyo,web,purchase,42,2024-09-22,0
368,30.85,Apple,London,pos,transfer,49,2024-12-18,0
369,83.11,Netflix,Sydney,web,transfer,62,2023-01-01,0
370,274.17,Netflix,Delhi,web,transfer,44,2023-03-16,0
371,93.63,Apple,Sydney,mobile,withdrawal,24,2023-04-24,0
372,224.71,Airbnb,Berlin,mobile,withdrawal,44,2023-12-21,0
373,373.71,Amazon,London,web,purchase,70,2023-12-26,0
374,322.81,Target,Delhi,mobile,transfer,28,2023-03-14,0
375,458.6,Amazon,Sydney,web,withdrawal,44,2024-12-15,0
376,260.62,Uber,Tokyo,pos,purchase,51,2024-10-13,0
377,222.27,Netflix,New York,mobile,withdrawal,43,2024-02-24,0
378,70.99,Airbnb,Delhi,web,withdrawal,60,2023-05-26,0
379,3.48,Starbucks,Sydney,web,transfer,69,2023-01-02,0
380,59.32,Uber,Tokyo,pos,transfer,69,2023-11-23,0
381,191.57,Starbucks,London,pos,purchase,65,2023-03-01,0
382,32.31,Starbucks,London,mobile,purchase,40,2023-03-12,0
383,230.38,Netflix,London,mobile,transfer,69,2023-05-20,0
384,79.84,Starbucks,Delhi,pos,purchase,71,2024-02-05,0
385,723.12,Uber,Tokyo,mobile,withdrawal,45,2024-01-17,0
386,32.79,Starbucks,London,web,withdrawal,25,2023-08-08,0
387,13.55,Starbucks,Delhi,mobile,purchase,19,2024-05-18,0
388,206.1,Uber,New York,pos,purchase,44,2024-06-02,0
389,40.35,Walmart,Sydney,web,withdrawal,47,2024-07-10,0
390,236.01,Netflix,London,pos,transfer,68,2023-09-19,0
391,72.07,Starbucks,London,pos,transfer,69,2024-05-03,0
392,230.52,Apple,Delhi,pos,purchase,65,2024-08-30,0
393,225.65,Netflix,Delhi,pos,purchase,55,2023-03-15,0
394,78.14,Airbnb,London,pos,transfer,66,2023-08-21,0
395,174.83,Target,Sydney,web,withdrawal,62,2024-05-03,0
396,102.64,Amazon,New York,web,withdrawal,46,2023-12-31,0
397,91.76,Amazon,Sydney,web,withdrawal,59,2024-11-22,0
398,7.28,Walmart,London,web,withdrawal,18,2024-07-21,0
399,14.24,Amazon,Berlin,mobile,withdrawal,60,2023-07-05,0
400,89.97,Starbucks,London,pos,withdrawal,66,2023-02-21,0
401,144.89,Target,Sydney,pos,purchase,59,2023-08-01,0
402,70.05,Target,Berlin,mobile,transfer,59,2023-11-12,0
403,120.19,Target,Berlin,mobile,withdrawal,46,2023-09-12,0
404,45.39,Starbucks,Berlin,web,withdrawal,42,2023-08-09,0
405,158.34,Netflix,Berlin,pos,withdrawal,49,2024-01-03,0
406,50.39,Uber,Sydney,pos,transfer,28,2024-12-03,0
407,186.7,Airbnb,Tokyo,mobile,purchase,75,2023-05-02,0
408,150.57,Amazon,Berlin,mobile,purchase,28,2023-01-15,0
409,15.17,Uber,Delhi,pos,transfer,29,2023-02-20,0
410,143.29,Uber,Delhi,mobile,purchase,51,2024-09-01,0
411,310.78,Amazon,Sydney,web,purchase,49,2023-09-10,0
412,484.28,Starbucks,New York,mobile,purchase,62,2024-07-27,0
